name,latitude,longitude
Red,41.754747191603634,-86.1913084515366
Orange,41.75472713111141, -86.19141680647199
Blue,41.754635452922074, -86.19131370901069
Purple,41.75470088391985,-86.19134896046465
Lime, 41.754808047748085, -86.1913226324172
Yellow,41.754661561484426, -86.19127344178497
