name,latitude,longitude
Red,41.862436811032026,-85.90884682249205
Crimson,41.86226622911973,-85.90875379608688
FireBrick,41.86226095730953,-85.90904706056102
MidnightBlue,41.866817689711176,-85.90112723868623
Navy,41.86665897570353,-85.90107216368082
Fuchsia,41.87310010192088,-85.9339495685117
Lime,41.85936379310452,-85.90381208122463
