name,latitude,longitude
Red,41.85818273838235,-85.90897805796631
Crimson,41.858238770682995,-85.90856911857041
MidnightBlue,41.8736093887093,-85.9003148834362
Navy,41.87343661390842, -85.90105013878272
Lime,41.86522699566857, -85.9236514156342
